,Action,Drama,Supernatural,Suspense,Adventure,Fantasy,Comedy,Romance,Horror,Sci-Fi,Ecchi,Mystery,Sports,Award Winning,Avant Garde,Slice of Life,Gourmet,Boys Love,Girls Love,Hentai,Erotica,Score
9155,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.451
9156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.671
9157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.481
9158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.441
9159,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.121
9160,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.591
9161,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.871
9162,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.461
9163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.681
9164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.831
9165,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.501
9166,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.611
9167,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.851
9168,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.281
9169,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.611
9170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.851
9171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.141
9172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.931
9173,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.941
9174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.641
9175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.951
9176,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.931
9177,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.551
9178,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.951
9179,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.521
9180,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.161
9181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.071
9182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.671
9183,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.441
9184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.531
9185,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.091
9186,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.061
9187,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.241
9188,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.921
9189,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.841
9190,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.161
9191,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.791
9192,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.601
9193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.391
9194,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.521
9195,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.521
9196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.891
9197,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.281
9198,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.161
9199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.971
9200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.091
9201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.271
9202,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.991
9203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.321
9204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.901
9205,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.571
9206,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.341
9207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.041
9208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.721
9209,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.791
9210,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.011
9211,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.281
9212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.121
9213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.391
9214,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.421
9215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.611
9216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.411
9217,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.541
9218,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.231
9219,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.831
9220,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.001
9221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.921
9222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.621
9223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.941
9224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.691
9225,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.591
9226,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.391
9227,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.761
9228,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.011
9229,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6.371
9230,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.131
9231,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.671
9232,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5.611
9233,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.301
9234,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.141
9235,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.951
9236,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.981
9237,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.491
9238,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.791
9239,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.661
9240,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.561
9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.551
9242,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.341
9243,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.261
9244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.931
9245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.661
9246,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.851
9247,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.221
9248,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.891
9249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.791
9250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.521
9251,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.331
9252,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.161
9253,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.381
9254,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.571
9255,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.731
9256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.071
9257,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.831
9258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.871
9259,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.201
9260,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.771
9261,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.551
9262,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.481
9263,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.701
9264,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.141
9265,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.431
9266,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.801
9267,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.211
9268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.321
9269,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.101
9270,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.771
9271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.471
9272,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.441
9273,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.371
9274,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.391
9275,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.781
9276,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451
9277,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.991
9278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.201
9279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.151
9280,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.611
9281,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.241
9282,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.811
9283,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.251
9284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.821
9285,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.841
9286,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.701
9287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.461
9288,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.621
9289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.051
9290,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.671
9291,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.181
9292,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.421
9293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.451
9294,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.231
9295,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.161
9296,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6.611
9297,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.621
9298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.431
9299,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.261
9300,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.611
9301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.121
9302,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.611
9303,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.161
9304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.341
9305,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.841
9306,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.561
9307,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.871
9308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5.331
9309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.221
9310,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.191
9311,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.251
9312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.381
9313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.361
9314,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.221
9315,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.071
9316,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5.241
9317,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.801
9318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.731
9319,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.391
9320,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.021
9321,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.441
9322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.841
9323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.671
9324,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.711
9325,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.961
9326,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.871
9327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.501
9328,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.521
9329,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.501
9330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.511
9331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.671
9332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.671
9333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.191
9334,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.361
9335,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.171
9336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.721
9337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.711
9338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.521
9339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.261
9340,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.171
9341,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.251
9342,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.591
9343,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.681
9344,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.751
9345,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.001
9346,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.721
9347,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.071
9348,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.891
9349,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.791
9350,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.141
9351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.031
9352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.081
9353,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.011
9354,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.401
9355,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.311
9356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.811
9357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.181
9358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.271
9359,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.541
9360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.491
9361,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.741
9362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.001
9363,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.541
9364,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.621
9365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.411
9366,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.191
9367,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.071
9368,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.191
9369,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.001
9370,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.991
9371,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.731
9372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.451
9373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.511
9374,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.561
9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.681
9376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.461
9377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.781
9378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.321
9379,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.701
9380,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.351
9381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.541
9382,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.271
9383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.811
9384,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.701
9385,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.731
9386,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.771
9387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.471
9388,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.121
9389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.801
9390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.351
9391,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.091
9392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.461
9393,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.481
9394,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.111
9395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.281
9396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.421
9397,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.511
9398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.301
9399,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.621
9400,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.411
9401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.001
9402,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.181
9403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.501
9404,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.851
9405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.671
9406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.111
9407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.341
9408,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.101
9409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.911
9410,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.301
9411,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.601
9412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.471
9413,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.061
9414,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.171
9415,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.191
9416,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.441
9417,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.001
9418,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.151
9419,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.941
9420,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.491
9421,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.851
9422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.031
9423,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.001
9424,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.561
9425,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.391
9426,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.831
9427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.601
9428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.041
9429,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.201
9430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.141
9431,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.561
9432,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.231
9433,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.131
9434,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.141
9435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.631
9436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.911
9437,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.221
